Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
<s> पहले ये 10 फ़ीसदी थी. </s>,-67.25784882794474,-67.23981223933824,-104.99008145074512,-119.08198403174687,-119.08126347167749,-123.67418039810872,-122.25464281798021,-121.7494274377093,-126.64809359569033,-110.52408446371419,-110.52408446371419,-110.52408446371419
<s> जबकि ऐसा नहीं है कि पुरुषों के पास ऐसे साधन नहीं हैं जिनके ज़रिए वे परिवार नियोजन पर काम कर सकें. </s>,-178.00607138926424,-177.93794192851522,-315.76858508856714,-339.45428717100503,-339.429486357468,-382.89427532732486,-476.3967897598953,-473.36450016159057,-511.20868989082675,-508.5921432913103,-507.0890600005806,-521.6885107828607
"<s> सीएम केजरीवाल ने पीएम मोदी और बीजेपी पर ‘ऑपरेशन झाडू’
चलाने का आरोप लगाया. </s>",-168.15120969074746,-168.11020650520558,-252.1953423663622,-248.9435877005892,-248.9171739699442,-274.09555126291446,-289.27800310783334,-286.2408564068388,-317.79217699737524,-331.5538256728785,-330.5575377193958,-338.5820113586112
<s> मैं जानता हूं कि सच कैसे बोला जाए और मैं जानता हूं कि ये काम कैसे किया जाता है. </s>,-171.8244369374672,-171.7616358189191,-292.36240542616866,-310.17943497602147,-310.1493564135438,-342.0563639176641,-410.071590135693,-406.51986950480256,-444.44027158670406,-452.3437414225857,-450.82320680138554,-466.4264780167246
"<s> "" रक्षिता नागर ने 
लिखा
, बॉलीवुड, अब बहुत हुआ. </s>",-126.90350134486084,-126.90616177539505,-184.96077461576323,-221.99774919077228,-221.98623116179658,-233.75772921128882,-257.31762132805335,-256.80733116139436,-264.80302999578817,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> मिचेल स्टार्क ने सबसे ज़्यादा चार विकेट लिए. </s>,-98.27171468378342,-98.24639153792123,-145.06687367942823,-174.3707959337448,-174.36636306497712,-178.5110716897369,-221.04816892742838,-221.04816892742838,-221.04816892742838,-193.41714781149983,-193.41714781149983,-193.41714781149983
"<s> "" समरसता की परिभाषा समझाते हुए प्रो. </s>",-87.6153944766798,-87.59259318634524,-130.9190903623433,-173.7841118486811,-173.77758361660557,-178.94341361977888,-193.41714781149983,-193.41714781149983,-193.41714781149983,-165.78612669557128,-165.78612669557128,-165.78612669557128
<s> इसके तहत तीन अंतरिक्ष यात्रियों को 400 किलोमीटर की कक्षा में भेजा जाएगा जिसके तीन दिन बाद उन्हें वापस आना होगा. </s>,-185.63376287751214,-185.5645958341809,-317.93735088170786,-323.9654664620146,-323.9441464102298,-355.1339417356531,-495.6372648894477,-493.1082810938168,-522.7160739964974,-552.620422318571,-552.620422318571,-552.620422318571
"<s> वे कहीं भी जाएं, उन्हें
पकड़ा जाएगा. </s>",-99.81937195841897,-99.7973506618696,-145.75780961711624,-171.79421699119484,-171.78970005779627,-178.92801452970394,-193.41714781149983,-193.41714781149983,-193.41714781149983,-165.78612669557128,-165.78612669557128,-165.78612669557128
<s> नसीरुद्दीन शाह ने कहा- सौ साल बाद लोग भीड़ देखेंगे और वे गदर-2 भी देखेंगे. </s>,-182.2536146099629,-182.2115455388267,-266.38385323138357,-332.3291857789043,-332.31887827091566,-343.85116560210713,-414.4653167389282,-414.4653167389282,-414.4653167389282,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> अगर समय से मिलता तो मेरा एग्ज़ाम अच्छा जाता. </s>,-100.79606200991054,-100.79149497094751,-158.11970985382942,-180.57183398657764,-180.56193176152328,-192.0711126089389,-232.74350126301354,-232.23886776336968,-237.17217776129178,-221.04816892742838,-221.04816892742838,-221.04816892742838
"<s> अयोध्या की स्टेशन रोड पर ही बिल्डिंग मैटीरियल की दुकान चलाने वाले बृजकिशोर कहते हैं, ""महीने भर तक यहां नाला खोदा गया और अधूरा छोड़ दिया गया. </s>",-292.2448618671711,-292.1809523619193,-426.66304822793376,-567.3194540614344,-567.2990385865737,-591.1962448907757,-682.4645792966929,-680.4419097620538,-700.0095222933617,-703.9062661987512,-703.4015212638101,-708.0959165233769
<s> ''  नतीजों के बाद ऋषि सुनक ने और समर्थकों से माफ़ी मांगी थी और कहा कि इस नतीजे से सीख लेने की ज़रूरत है. </s>,-230.26286780369205,-230.21005693950383,-367.95695638184696,-443.8210180675873,-443.7979150725605,-479.82432317187283,-575.9012494216771,-573.3774180017115,-605.6086696473703,-620.7143067728172,-620.2080443326594,-625.2028524844368
"<s> बच्चा पैदा करने के तत्काल बाद मैंने प्रैक्टिस शुरू कर दी थी, क्योंकि उसी साल राष्ट्रमंडल खेल होने थे. </s>",-195.02045769093243,-194.96169837360233,-306.2600721583938,-363.7266685946318,-363.7164497024209,-384.04513041802375,-455.435194857347,-453.4072904007412,-478.9605023670439,-497.35838008671385,-497.35838008671385,-497.35838008671385
"<s> आप हमें 
फ़ेसबुक
, 
ट्विटर
, 
इंस्टाग्राम
 और 
यूट्यूब
 पर फ़ॉलो भी कर सकते हैं. </s>",-143.35369734460264,-143.32301517699264,-236.10557484266386,-286.5948987191067,-286.58535769516754,-301.71004620236556,-365.39580932715285,-363.8824411873524,-379.9442013630169,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> लेकिन इन परिस्थियों से जूझने वाली वो अकेली नहीं हैं. </s>,-111.25961970809647,-111.23685054646482,-171.38526439068292,-253.59560478825122,-253.58924180313784,-261.78018310020576,-258.6427616860826,-258.13607801015337,-264.80315991001873,-248.67919004335693,-248.67919004335693,-248.67919004335693
"<s> 2 जुलाई की बड़ी खबरों को पढ़ने के लिए 
यहाँ क्लिक
 करें. </s>",-115.33464472662502,-115.29387449622068,-195.82211139821052,-199.60902001524124,-199.5936211998708,-218.39453334344347,-281.55729184855517,-280.06235625170126,-297.05118096111016,-275.7981194606074,-274.7958369840188,-283.31996858584773
"<s> इसके मुताबिक़, 2060 तक कम से कम 1. </s>",-108.50003636173435,-108.5000067319697,-158.52530406903603,-175.6118791438533,-175.60006206742264,-192.39389048789826,-184.92930093771054,-183.91412469854674,-198.03343573116635,-178.91686454535403,-178.41211930991108,-183.1065153207345
<s> मेरी बेटी ने 'औरंगज़ेब' में काम किया है. </s>,-99.59761873470478,-99.5723143287633,-157.2354253353884,-164.6562879414454,-164.64262318171117,-178.48785822290588,-187.06887896465315,-186.05693877161818,-198.03403392635576,-193.41714781149983,-193.41714781149983,-193.41714781149983
<s> साल 2022 में दिसंबर में भारत के पूर्वोत्तर राज्य अरुणाचल प्रदेश के तवांग सेक्टर में चीन और भारत के सैनिकों के बीच हिंसक झड़पें हुई थी. </s>,-220.721316937997,-220.64704043658597,-378.15299462296224,-418.52252246179205,-418.48625419577763,-465.19994898814656,-567.7704303577284,-563.2074312686163,-614.8431660126038,-661.5601212151151,-660.5493943685638,-670.1542624659285
"<s> अपनी फ़िल्म 'डी कंपनी' का ज़िक्र करते हुए राम गोपाल वर्मा बीबीसी हिंदी से ख़ास बातचीत में कहते हैं, ""मैं एक बार फिर से 'डी कंपनी' को लेकर दर्शकों के सामने आ रहा हूँ. </s>",-402.27180781565846,-402.18325675693205,-574.772976763704,-666.7882486739393,-666.7620434575838,-714.2242958629433,-816.7877655497651,-813.2391434400645,-858.9041489945429,-879.7956445205411,-878.787352517676,-891.2023476768077
"<s> उन्होंने कहा, “खाने-पीने की असंख्य चीज़ें प्लास्टिक में पैक होती हैं. </s>",-157.6348220914983,-157.6064114333325,-211.98367046820024,-297.0415531082283,-297.0395729790121,-303.3763849573879,-303.941232275214,-303.941232275214,-303.941232275214,-276.3102111592855,-276.3102111592855,-276.3102111592855
<s> बैलिंगर कहते हैं कि नेपाल की तरफ़ की कंपनियां कम अनुभव वाले लोगों को भी एवरेस्ट पर जाने का परमिट दिला दे रही हैं. </s>,-224.2469078898812,-224.17404915098922,-369.5261977798006,-456.60525917678586,-456.58047930630516,-494.11290647489193,-588.4730378989907,-586.4369746756231,-617.1156157386646,-620.6490256556364,-620.1424510584128,-625.2028523041338
<s> 50 लाख डॉलर हैं. </s>,-59.06462411977109,-59.04884040362521,-91.63739688603147,-91.3172797156997,-91.31011846798339,-96.05325645805253,-110.52408446371419,-110.52408446371419,-110.52408446371419,-82.89306334778564,-82.89306334778564,-82.89306334778564
<s> यहाँ एक फ़्लोर पर कमरे में तोड़कर उसे दोबारा बनाया जा रहा था. </s>,-132.44553695654,-132.4850954995176,-210.78387729655097,-287.30377257928865,-287.29255894730875,-302.5469630391504,-324.9772390631411,-323.9624974420393,-336.1891452707989,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> आईपीएल ने मैचों की आधिकारिक फ़ीड के लिए 22 कैमरामैनों की तैनाती है. </s>,-133.5739989393062,-133.60468181797825,-208.41842640881254,-283.7840262282846,-283.7683925092726,-302.15927472121496,-342.7059443916627,-342.22763828815016,-347.69625527094786,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> बांग्लादेश के सुप्रीम कोर्ट ने विवादित कोटा व्यवस्था को समाप्त कर छात्रों की मुख्य मांग को तो पूरा कर दिया लेकिन अंसतोष समाप्त नहीं हुआ. </s>,-211.27758126407375,-211.21820962027252,-368.82404136844195,-407.8988488017142,-407.8585665098684,-451.6381063660279,-587.7405335294956,-584.694195113974,-621.733056430931,-649.4326821987167,-648.935281819001,-652.8338753733319
<s> ओलंपिक हॉकी में भारत को मिले सभी 12 पदकों में पंजाब का योगदान रहा. </s>,-132.65866310711206,-132.6143612943738,-222.4797134181144,-272.4639178931741,-272.44715032476734,-288.14408956160884,-368.67662522774094,-368.166919751317,-375.3272147511023,-359.2032745070711,-359.2032745070711,-359.2032745070711
<s> वैसे घटना के अगले दिन यानी बृहस्पतिवार को अस्पताल एक छावनी में तब्दील हो गया जब सैकड़ों हथियारबंद सुरक्षाकर्मियों को वहाँ तैनात कर दिया गया. </s>,-220.35309297999066,-220.27354010962935,-369.51462682060424,-454.65466895126235,-454.62031185279545,-493.69633146379533,-573.7604990717011,-570.2088474900222,-610.2263264121789,-620.496039137911,-618.9985803556402,-632.212607627182
<s> जूडी ने बीबीसी को बताया कि इमारत में हमेशा दिल और दिमाग़ को खोल देने वाली बातें होती रहती हैं. </s>,-186.35073777645627,-186.3076796322154,-302.74135409895484,-378.7940433728485,-378.78032097035003,-397.67941181685234,-500.40130268676506,-498.87800179595484,-518.0988507944139,-496.5274392953205,-495.523668974876,-504.3681367920685
<s> इन पर हत्या और हत्या की साज़िश के आरोप हैं. </s>,-95.59736453850135,-95.56562168080727,-168.5444992716057,-173.94580194620258,-173.93065297134672,-191.63189901740324,-242.96369793964615,-241.94964461109623,-253.29615816447756,-248.67919004335693,-248.67919004335693,-248.67919004335693
<s> हालांकि नेतन्याहू के नेतृत्व वाले सत्ताधारी गठबंधन के धुर-दक्षिणपंथी सदस्यों का कहना है कि हमास को हराने के लिए ऐसा करना ज़रूरी है. </s>,-219.40864433188602,-219.340337833108,-354.146014518217,-420.577905728638,-420.5472935805773,-465.81505970646947,-492.18574687696406,-488.154744626812,-543.4518680778791,-543.6457721435042,-541.6255270949033,-566.6391891934744
<s> उनमें से कुछ मौलिक व्यक्तिगत स्वतंत्रता मानी जाने वाली चीज़ों से संबंधित थे. </s>,-135.88752830128385,-135.84519577843855,-211.60566570259346,-285.41011451702894,-285.3949046477891,-302.60621647045025,-307.9269964763472,-306.40064175232465,-324.68216121659975,-316.84280114736276,-316.3368190516743,-321.2616203895224
"<s> लेकिन इसके बाद जहां-जहां NiV के बारे में पता चला, इस वायरस को लाने-ले जाने वाले कोई माध्यम नहीं थे. </s>",-237.92428832941533,-237.87046485082183,-359.0935209607066,-402.8152455834466,-402.79339862739727,-439.6829059341023,-459.7697533214657,-457.2306328641804,-495.08139472164885,-492.09662125368766,-491.0778275639279,-504.3681066819877
<s> ' इससे उन युवाओं को अपना भविष्य अधर में फंसता दिख रहा है. </s>,-132.28513009385975,-132.2476165485197,-210.94921975023598,-234.42791253683347,-234.42876141412023,-246.47973495233657,-343.889612459409,-343.3877184486578,-347.6962661017444,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> "" ""ये साल 2021 के आख़िर और साल 2022 के शुरुआत का समय था, जब महामारी का दौर अपने ख़ात्मे की ओर बढ़ने के बावजूद आर्थिक संकेतक गति नहीं पकड़ रहे थे. </s>",-309.7565684756637,-309.70648365773593,-489.9225942603694,-642.5379102547797,-642.5095567696824,-673.1710703760651,-852.3568818724447,-851.3493038109902,-861.1786491574534,-856.561654593785,-856.561654593785,-856.561654593785
<s> भारत के विदेश मंत्री एस जयशंकर का एक वीडियो क्लिप भी सोशल मीडिया पर वायरल हो रहा है. </s>,-158.53293605728317,-158.47391523838397,-276.7158776037315,-265.8817859103875,-265.84048681778074,-314.3375968811333,-281.33134153408093,-275.2292303688864,-359.27202797408603,-359.5180166184621,-355.97142295841417,-397.5528430086344
"<s> नए दिशानिर्देशों में राज्य, केंद्र शासित राज्य, स्कूल के प्रमुख, अध्यापकों अभिभावकों की ज़िम्मेदारी का भी विस्तृत ब्योरा दिया गया है. </s>",-252.07232652179084,-252.01533246080825,-358.3229856362806,-449.4014208873897,-449.39781581330953,-467.46009136399715,-580.2514434344995,-580.2514434344995,-580.2514434344995,-552.620422318571,-552.620422318571,-552.620422318571
<s> उन्होंने शुक्रवार को ट्विटर पर बयान जारी करके बताया कि वो इस मामले में न तो माफ़ी माँगेंगे और न ही अदालत में अपना पक्ष रखने के लिए कोई वकील रखेंगे. </s>,-249.29063579339473,-249.29756764621865,-448.0253394755276,-437.67927497986636,-437.61733118325134,-518.4486967287828,-580.2539120741446,-572.177043241445,-672.4468877378363,-744.8582647662673,-741.8590228964035,-767.0668422595112
<s> सारे नोट कमरे में बिखर गए. </s>,-78.47174122286961,-78.45078769850718,-117.45361888692193,-160.76398440433292,-160.75882482778985,-165.34535440573273,-165.78612669557128,-165.78612669557128,-165.78612669557128,-138.15510557964274,-138.15510557964274,-138.15510557964274
<s> नंदिता अय्यर को बहुत ज़्यादा ठंडे पानी से चिढ़ है. </s>,-118.44965971595445,-118.42383822580665,-171.02312500895363,-227.41206189740095,-227.40626184719042,-233.76892511169697,-259.8334211656635,-259.3253954092896,-264.80319291250146,-248.67919004335693,-248.67919004335693,-248.67919004335693
"<s> आप हमें 
फ़ेसबुक
, 
ट्विटर
, 
इंस्टाग्राम 
और 
यूट्यूब 
पर फ़ॉलो भी कर सकते हैं. </s>",-143.35369734460264,-143.32301517699264,-236.10557484266386,-286.5948987191067,-286.58535769516754,-301.71004620236556,-365.39580932715285,-363.8824411873524,-379.9442013630169,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> लेकिन कई बार मज़ाक मज़ाक में मामला काफ़ी सीरियस भी हुआ. </s>,-121.96193479410013,-121.93083564236937,-184.408273037806,-260.85502722521863,-260.8432440730433,-275.36198165454914,-269.54882434437366,-268.533230788485,-280.9271654628758,-261.1712759897137,-260.66366156699945,-265.99957689555305
<s> लेकिन जोसफ़ीन और नेपोलियन की उम्र के फ़र्क़ का उनकी ज़िंदगी और प्यार पर गहरा असर रहा था. </s>,-184.96459246366052,-184.91991418725016,-289.27069765500033,-385.66543943696496,-385.6609697924599,-398.62072529509214,-464.0400567261939,-463.0254961493165,-474.3443223202802,-469.7273589707853,-469.7273589707853,-469.7273589707853
"<s> वह उस पल को याद करती हैं, जब उन्होंने कंटेंट क्रिएशन के क्षेत्र में जाने से जुड़े अपने फ़ैसले से अपने परिवार को अवगत कराया था. </s>",-240.62861849559474,-240.55423435694146,-396.13052932888564,-460.3290466228128,-460.291965855619,-507.3481105634098,-598.1126573756386,-594.560887586992,-637.8569081391636,-690.7755278982137,-690.7755278982137,-690.7755278982137
<s> जिलाधिकारी ने बताया है कि मुख्यमंत्री ने घटना का संज्ञान ले लिया है. </s>,-112.82376809598307,-112.7796549554719,-208.93737232994576,-180.57069013710452,-180.54358426186852,-218.0400629137379,-237.03614458081933,-233.49570693552198,-278.6536937262608,-285.82594787420317,-284.3144619000508,-300.64031850693266
<s> मुंबई इंडियंस की टीम 18. </s>,-64.21339480751955,-64.1946793033992,-103.92431512427706,-97.98740977691374,-97.97762074975859,-109.62149125356405,-89.04023677499659,-87.52009783944666,-103.63404686316744,-82.55039481945133,-81.54989699227642,-89.90282098470044
"<s> ""यह मेरा भी आख़िरी गेम था. </s>",-99.16567543047123,-99.14928822507294,-132.36246227172302,-179.6587716051647,-179.65977646389888,-179.38400145551512,-165.78612669557128,-165.78612669557128,-165.78612669557128,-138.15510557964274,-138.15510557964274,-138.15510557964274
<s> यह शो नेटफ़्लिक्स पर उपलब्ध है और नेटफ्लिक्स 200 देशों में उपलब्ध है. </s>,-129.00792086317927,-129.02339277655253,-209.28218529601276,-262.9856847486777,-262.9658061357591,-288.39468983730194,-309.99781013931135,-308.4807662019487,-324.68221638775526,-331.57225339114257,-331.57225339114257,-331.57225339114257
"<s> हसन नसरल्लाह ने कहा, ""हिज़बुल्लाह ने इसराइल के रिहायशी क्षेत्रों और उसके बुनियादी ढांचे को निशाना न बनाकर हत्या का बदला लेने का निर्णय लिया है. </s>",-288.9802382883282,-288.907604199674,-425.4026511566684,-525.9473877055668,-525.9296190292803,-549.5389191235464,-619.6125457924941,-616.5795737097307,-649.3641393741062,-662.6620676571039,-661.6617371502979,-670.1542640285455
<s> मांझी बिहार की गया लोकसभा सीट से चुनाव जीते हैं. </s>,-102.41218149496717,-102.37781536179361,-170.42657829224277,-208.22918183153425,-208.2161991696875,-219.73216434314773,-225.6413533684467,-224.11957613943653,-241.78910144735679,-234.1058944435498,-233.6007284286886,-238.36855740234037
"<s> संजय दत्त ने अपने फिल्मी 
सफ़र
, परिवार और जेल जाने 
जैसे सभी विषयों पर बीबीसी के सहयोगी नयनदीप रक्षित से बात की. </s>",-227.39135590896433,-227.32578739820022,-356.989632343001,-428.71392844999383,-428.68535099189603,-452.5994697260929,-555.3963602404621,-552.8707609489392,-577.9784100399606,-593.6205975064188,-593.117498736761,-597.5718324803674
"<s> 1, 4, 0. </s>",-88.9987515986582,-88.99241073996845,-106.20656407117593,-110.52408446371419,-110.52408446371419,-110.52408446371419,-82.89306334778564,-82.89306334778564,-82.89306334778564,-55.262042231857095,-55.262042231857095,-55.262042231857095
<s> हम दोनों में बस इतनी समानता है कि मैं भी उन्हीं की तरह विकेटकीपर और बैट्समैन हूं. </s>,-153.07222057262445,-153.01942346589487,-261.8711542303382,-299.03541253972986,-299.0157162915492,-328.63991149087326,-402.6319639142567,-400.6223113885157,-423.6991596468375,-428.65025610260204,-428.1570034549045,-431.7857066562573
<s> गीता गोपाीनाथ ने ग्रेजुएशन तक की शिक्षा भारत में पूरी की. </s>,-124.66384744485325,-124.62984923015108,-196.84821990160867,-245.8772185408455,-245.86292767306145,-261.36757692574804,-288.29172834452845,-287.78769516328,-292.43422208058655,-276.3102111592855,-276.3102111592855,-276.3102111592855
<s> जब आशुतोष गोवारिकर ने 'लगान' बनाने का फ़ैसला किया तो तीन चीज़ें उनके ख़िलाफ़ थीं. </s>,-172.673270480026,-172.63581242360152,-252.47885250202972,-318.34343531470125,-318.33998975673524,-329.7951118423636,-398.469695523752,-397.96338720248264,-402.958303959609,-386.83429562299966,-386.83429562299966,-386.83429562299966
<s> इसके बाद हुई फ़ायरिंग में मौलाना अब्दुल अज़ीज़ का बेटा घायल हो गया और एसएसजी के कमांडर लेफ़्टिनेंट कर्नल हारून इस्लाम को भी गोली लगी. </s>,-245.50290836677624,-245.48887604807987,-369.3076192126526,-512.9247535124981,-512.8988783294185,-549.7028719562655,-614.7514717386825,-612.7258434418598,-644.7436008012447,-649.2504219125632,-648.7508126578945,-652.8338751930318
"<s> "" अबू अलीहा ने कहा, ""मैं इस प्रोजेक्ट के लिए चार साल से प्रतिबद्ध हूं और कभी भी कहीं भी मेरे मन में ये विचार नहीं था कि हमारे पास एक सीरियल किलर है और क्योंकि अमेज़न और नेटफ़्लिक्स सीरियल किलर फ़िल्मों से भरे हुए हैं, इसलिए हम एक सीरियल किलर की कहानी भी बनाते हैं. </s>",-537.563250043503,-537.4632598093766,-837.2347511872118,-1005.7725768365514,-1005.7140814031593,-1083.122095131203,-1329.7904021384966,-1323.2184856600538,-1397.7458204353034,-1505.1760283621516,-1504.6711059463323,-1509.3955288252023
<s> एक तरफ़ हम उदारता और विवेक की बात करते हैं लेकिन दूसरी तरफ़ पॉपुलिस्ट तरीक़े को अपनाते हैं. </s>,-181.299718662769,-181.3290392718715,-277.046453929187,-347.03676324081385,-347.0271522028015,-370.4712739544219,-442.9747010665625,-441.4493092472585,-462.8371230597178,-439.69762443053344,-438.69360922041966,-449.1060819692174
<s> इसके लिए हरे रंग के डिब्बे होंगे. </s>,-80.67413941412838,-80.64953756561242,-130.15637610066665,-134.71693213668317,-134.7042299818847,-150.72418725932005,-156.0574060408439,-155.0459776744607,-170.4018043612024,-165.78612669557128,-165.78612669557128,-165.78612669557128
"<s> फ़ैसले को एक बार फिर से टाले जाने की वजहों के बारे में भारतीय ओलंपिक संघ के

वकील विदुश्पत सिंघानिया
 ने सामाचार एजेंसी पीटीआई से बात-चीत की. </s>",-281.0841567263756,-281.0496398685151,-421.36936558590963,-518.9275155063933,-518.9041435360023,-562.9524452258437,-649.7599801216683,-647.2215420227056,-688.4972346151193,-682.9794865577494,-681.9586614040752,-697.7851729105068
<s> इसलिए मेरी माँ ने भी कहा कि मेरी शादी में कन्यादान का रिवाज नहीं किया जाएगा. </s>,-142.36533476087902,-142.31452973109072,-249.05486827647402,-284.39038623137685,-284.36949830382315,-315.07745811319484,-388.0247267578518,-386.5089924276109,-407.57494586955806,-398.73416523559155,-398.2251204469834,-404.15467944012363
<s> उनका क़द एक आम मेसिडोनियन की तुलना में छोटा था लेकिन इसका युद्ध के मैदान में कोई असर नहीं दिखाई देता था. </s>,-209.39998215408227,-209.34550889153437,-342.82353246539515,-370.38060295776285,-370.3385423242516,-410.9192353741549,-520.9461120719947,-518.4090281075268,-550.3467278287243,-566.1341521501569,-565.6322563190805,-569.940811574791
<s> हेड ने ऑस्ट्रेलियाई पारी में सर्वाधिक 62 रन बनाए. </s>,-102.1548521722604,-102.1239234502155,-157.3204398425572,-202.30874543781317,-202.31026165273406,-206.13985466151578,-248.67919004335693,-248.67919004335693,-248.67919004335693,-221.04816892742838,-221.04816892742838,-221.04816892742838
<s> आज अगर दादाजी जीवित होते तो न जाने कितने खुश होते. </s>,-120.31063588725937,-120.27523193913406,-186.20681206849426,-237.68288901981148,-237.67259885362566,-247.34851772485882,-287.0361613686513,-286.5272112186619,-292.4342063740353,-276.3102111592855,-276.3102111592855,-276.3102111592855
"<s> ये भी पढ़ेंः-  (बीबीसी हिन्दी के एंड्रॉएड ऐप के लिए आप 
यहां क्लिक
 कर सकते हैं. </s>",-185.00456474575253,-184.96881528008083,-277.6550688935168,-299.5593711540711,-299.5348877434641,-328.8557128841118,-373.8848395023083,-371.8868892253692,-396.06808018413966,-414.4653167389282,-414.4653167389282,-414.4653167389282
<s> इन अंकों के साथ भारत 'गंभीर' श्रेणी में आता है और उसका नंबर 111वां है. </s>,-170.06864607520603,-170.02453384704327,-263.4336055970561,-267.13387281979544,-267.11059179306847,-301.38252165696554,-308.0457242231106,-305.0063867152885,-345.4229369798169,-356.904160425377,-355.89126061971564,-366.2130273960413
<s> बल्लेबाज़ी में वो आमतौर पर तीसरे नंबर पर आते थे और उन्होंने गुजरात के लिए 346 बहुमूल्य रन बनाए. </s>,-174.1156805322009,-174.0599642718513,-289.094128192873,-352.0120555860498,-351.9869885357708,-383.7222886441833,-458.5068132316337,-456.48007162075925,-478.96127652471733,-497.35838008671385,-497.35838008671385,-497.35838008671385
<s> देखिए बीबीसी संवाददाता विल वर्नन की रिपोर्ट. </s>,-99.20296198812915,-99.23183696221582,-131.23273659424294,-193.2320838250864,-193.23565664476604,-192.98173328881276,-193.41714781149983,-193.41714781149983,-193.41714781149983,-165.78612669557128,-165.78612669557128,-165.78612669557128
<s> कई बार कुछ किरदार इतने अधिक लोकप्रिय हो जाते हैं कि इसे निभाने वाले कलाकार का असली नाम थोड़ा पीछे रह जाता है. </s>,-205.72003783632545,-205.64479059155312,-346.3917511786689,-394.41700854113157,-394.39661274005766,-424.46948871385325,-530.9557284464884,-527.9126174988032,-566.4707305389132,-593.3378507373475,-592.8329212276844,-597.5718319695154
"<s> उन्होंने कहा, ""ये लड़ाई सिर्फ साक्षी मालिक और विनेश फोगाट की नहीं है. </s>",-174.62917867686025,-174.59441543992787,-239.34391201536528,-321.5510492000594,-321.54542900319797,-330.5706164519466,-359.2032745070711,-359.2032745070711,-359.2032745070711,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> साल 2019 में बीजेपी सरकार ने विवादास्पद सीएए पारित किया था. </s>,-111.57662804840018,-111.53967664161357,-183.79871365353534,-212.92560825306697,-212.90565173463494,-233.2879116413741,-238.2886902955825,-236.26180073001677,-257.9131430850193,-261.17127319505005,-260.6636569092506,-265.999576895553
<s> बीते साल दक्षिण कोरिया की हेल्थ एंड वेलफ़ेयर मिनिस्ट्री ने 15 हज़ार लोगों के बीच एक सर्वे किया. </s>,-188.60039051677575,-188.54551863183815,-291.2677092992341,-332.4644758290535,-332.4470417690645,-356.4766777361407,-425.878908318557,-423.84595552087495,-451.33001575407053,-455.89041836198925,-455.391460829998,-459.41672744163213
<s> लेकिन वहाँ टीएमसी उम्मीदवार अपने प्रतिद्वंद्वियों के मुकाबले काफी आगे हैं. </s>,-118.06030998486773,-118.02500471387985,-184.6873742548576,-224.89336339431094,-224.89515042600902,-233.27367433104254,-287.3227362871247,-286.8146536276215,-292.4342118414988,-276.3102111592855,-276.3102111592855,-276.3102111592855
<s> एकदम 'अतिथि देवो भव' को चरितार्थ करने के लिए बहुत सारे भारतीय चौंकाने वाले प्रस्ताव लेकर आ रहे हैं. </s>,-216.3713095316089,-216.32262199414532,-319.3202020324055,-385.81336278878706,-385.801357731392,-411.6882229905787,-450.2430528021349,-448.2423637146443,-478.9556358907549,-466.58936282851744,-465.57483431189837,-476.7371076227291
<s> इसका मकसद नर्सिंग शिक्षा और प्रैक्टिस के क्षेत्र में परिवर्तनकारी बदलाव लाने के लिए राष्ट्रीय नर्सिंग और मिडवाइफरी आयोग बनाना है. </s>,-200.63990648005512,-200.60878952063172,-315.6085793901052,-438.20962282944663,-438.18708690935716,-467.0192181889671,-491.1329895435228,-488.61873695839097,-522.7156829083056,-538.105101595765,-537.6002656365588,-542.3097897977553
"<s> इस बयान में उन्होंने कहा है, “भारत के नए संसद भवन में ‘अखंड भारत’ का विवादित भित्ति चित्र नेपाल के साथ-साथ पड़ोसी देशों में अनावश्यक और हानिकारक कूटनीतिक विवाद भड़का सकता है. </s>",-365.6713564987701,-365.5920340078941,-517.9383307776703,-679.2010873325802,-679.179985970509,-715.0443540886379,-771.1160759207036,-767.5925201253411,-803.6434760189109,-828.2643911894983,-827.2600742611985,-835.9403907842172
"<s> इसके बावजूद जब उन्हें मुंबई के ख़िलाफ़ फिर मौक़ा मिला, तो मोहसिन ख़ान ने समझ लिया ये उनके लिए बेहद अहम मैच हो सकता है. </s>",-243.51064905171066,-243.43619151349787,-386.51154868132477,-480.5412248638945,-480.52216082260924,-507.7453678638131,-625.7799808445125,-623.7718356388215,-644.747292597156,-663.1445067822851,-663.1445067822851,-663.1445067822851
<s> इनमें से एक थे एद्रियानो असीस. </s>,-85.95173356383359,-85.93273923468054,-131.17973850173345,-122.53929014302102,-122.52800504645474,-137.22919388776455,-110.57848809098016,-109.05112088770204,-131.26455463446908,-121.44601694767576,-120.93594831920124,-127.84445701208955
