Sentence,Quad-Add-One,Quad-Add-K,p_quad_token_type
आज  सुबह  किसी  मरीज  को  पानी  चढ़ाने  की  व्यवस्था  हुई .,6.590522150682468e-83,2.1866118882129592e-80,4.7923026818234733e-94
"कोतवाली  पुलिस  मौके  पर  पहुंची  और  जेवर , मूर्ति  का  वीडियो  बनाने  के  बाद  इन्हें  मंदिर  के  पुजारी  को  सौंप  दिया ।",5.398765403017027e-168,2.5030174933887764e-163,1.7530998736980494e-196
पीढ़ियों  से  प्राप्त  रोग  को  भुगतना  या  ऐसे  रोग  होना  जो  पीढ़ी  दर  पीढ़ी  चलता  रहे ।,4.713477548115713e-132,1.6710237375056863e-128,1.0480474574143645e-140
एसिड  से  आग  नहीं  लगती ।,2.616633086873737e-48,1.1597043235388184e-46,3.660022454697526e-55
न्‍ होंने  कहा  कि  अगले  20 वर्षों  में  भारत  दुनिया  का  सबसे  बड़ा  ऊर्जा  बाजार  बनने  वाला  है ।,1.0641843063432665e-131,1.431264883870156e-126,2.931975194233508e-156
बिलासपुर( निप्र) ।,2.012682833695497e-21,3.2041466422785313e-20,7.824011091370019e-32
सामाजिक  प्रतिष्ठा  निखरेगी ।,1.9105357585742534e-33,2.5620386033052127e-32,1.3085485959366152e-39
"लेकिन , इसके  खिलाफ  भी  सुप्रीम  कोर्ट  में  पुनर्विचार  याचिका  दायर  हुई ।",9.193519403050107e-113,3.292723777107318e-110,1.7151408389415063e-126
"उन्होंने  मीडिया  से  अपील  की  कि  वो  "" उनकी  निजता  का  सम्मान  करें  और  परिवार  को  इस  दुख  के  पल  में  अकेला  छोड़  दें . """,3.852514785668931e-211,6.137694792249538e-206,4.92191704137723e-236
ऐसे  में  गणेश  चतुर्थी  Ganesh Chaturthi का  आगाज  हो  चुका  है .,1.7701728925630282e-77,4.34313547353687e-74,8.02412475551893e-102
वेब  श्रृंखला  द  ट्रिप’ में  नजर  आ  चुकीं  अभिनेत्री  श्वेता  त्रिपाठी  इसके  दूसरे  सत्र  में  भी  नजर  आएंगी ।,9.380631209596108e-136,1.037217441489223e-130,2.9315855606288043e-156
मिशन  शक्ति  के  तहत  जागरुकता  कार्यक्रम  को  आगे  बढ़ाने  वाली  महिला  शक्ति  केंद्र  की  जिला  समन्वयक  अनीसा  व  दीपिका  ने  कहा  कि  बेटी  बचाओ - बेटी  पढ़ाओ  अभियान  का  नारा  बुलंद  होना  चाहिए ।,2.8602276880318433e-240,2.7721833352656633e-232,6.568698502385511e-273
उसके  पास  से  कुछ  सर्जिकल  ब्लेड  बरामद  हुए  थे ।,9.021104746269e-68,4.03968984047138e-65,2.8653153074640923e-86
"मामले  में  तत्कालीन  तहसीलदार  रमेश  वर्मा , पटवारी  जसवीर  सिंह , हाकम  सिंह  निवासी  भड़ी , दीदार  सिंह , जोगिंदरपाल  सिंह , सुरजीत  सिंह  निवासी  समाणा  खुर्द , मेवा  सिंह  निवासी  भोले  कालेवाल , सुच्चा  सिंह  संतोखगढ़  टप्परियां , अमर  सिंह  निवासी  ठौणा  और  कंडी  फ्रेंड्स  एजुकेशनल  ट्रस्ट  के  स्व .",0.0,0.0,0.0
उनके  समर्थन  के  बिना  यह  संभव  नहीं  था .,1.9637870060222738e-61,1.2329548535702662e-58,1.713097032908808e-78
"इस  साइट  पर  मेरे  अन्य  लेख  भी  देखें , और  मेरे  अनुसरण  करने  से  न  चूकें  फेसबुक  पर  ग्रुप  साथ  ही  मेरे  बाइनरी  विकल्प  रणनीति  फैनपेज !",2.0724884213502088e-219,1.0464298944054666e-214,2.308552974993212e-235
अगर  वे  भाजपा) वोट  खरीदना  चाहते  हैं  तो  पैसे  ले  लों  और  वोट  टीएमसी  के  लिए  करो । ',1.0014899144645762e-137,3.942775159619458e-133,2.9336985903121757e-156
"डिजिटल  डेस्क , नागपुर ।",6.32676834231004e-57,2.5299526243466386e-56,2.7975527026976373e-64
इसमें  अनियमितताएं  पाई  गई  थीं ।,1.7180062450927434e-43,9.441959006237732e-42,3.664093277323038e-55
इस  मौके  कलक्टर  ने  टास्क  फोर्स  के  अधिकारियों  के  साथ  बैठक  कर  अभियान  के  दौरान  हुए  कार्यों  की  समीक्षा  की ।,3.033772385136608e-137,8.19402088276196e-132,8.255893595012215e-172
मुरादाबाद  डिपो  और  पीतलनगरी  डिपो  पर  सबसे  ज्यादा  भीड़  दोपहर  11 बजे  से  साढ़े  तीन  बजे  तक  रही ।,3.1917208778097886e-140,1.0599224504318185e-135,2.931576195740901e-156
सेवा  का  निजी  प्रबंधक  2 पहलुओं  के  दो  गुना  और  बहुत  ईर्ष्यापूर्ण  है ।,1.0156030575567604e-108,8.68369001255383e-106,2.2403873121602967e-117
बाजार  में  खरीदारी  के  लिए  आने  वालों  को  ई  रिक्शा  की  सुविधा  देने  की  भी  नगर  निगम  तैयारी  कर  रहा  है ।,1.410283201459353e-146,5.233064962553159e-141,1.3762933272271809e-179
मान्यता  है  कि  रात  के  समय  पूजा  करने  से  देवी - देवताओं  की  निद्रा  बाधित  हो  जाती  है ।,1.6470199017686138e-125,1.7806108176098185e-120,2.933681501400682e-156
"संक्रमण , चोट , रिएक्शन , सूजन , जलन  आदि  के  कारण  भी  दर्द  हो  सकता  है ।",1.3522544617864742e-173,2.976634851519941e-171,1.0253284599602256e-190
इस  बार  कुंभ  मेले  के  दौरान  किसी  भी  स्थान  पर  संगठित  रूप  से  भजन  एवं  भंडारे  की  अनुमति  नहीं  होगी ।,7.3923770181364385e-140,1.4739819965732442e-134,8.255819308235364e-172
बढ़ती  रिश्वत  खोरी  के  मामले  को  लेकर  पुलिस  आयुक्त  ने  कहा  का  डिफॉल्टर  पुलिस  कर्मचारियों  की  सूची  तैयार  की  गई  है ।,6.859795702553406e-148,2.1612746103099984e-142,1.3744513075009118e-179
1 .,1.1901303264441126e-12,9.516269353722907e-12,4.67960875865039e-24
"पेंशनरों  को  सूचित  किया  गया  कि  जो  पेंशनर  आयकर  के  दायरे  में  आते  हैं  वे  इस  वर्ष  में  की  गई  अपनी  बचत  का  ब्यौरा  कोषागार  कार्यालय  में  नोट  करवाएं , ताकि  उनसे  आयकर  अधिक  कटौती  न  हो ।",2.452133782634946e-294,9.255325712490351e-287,6.566e-321
योजना  के  तहत  कॉलेज  में  इन  नए  कक्षों  के  निर्माण  पर  70 लाख  रुपए  खर्च  होंगे ।,2.4967875513916976e-120,3.7623921108118135e-116,1.0481275628824116e-140
नई  दिल्ली| प्रधानमंत्री  नरेंद्र  मोदी  अंतर्राष्ट्रीय  महिला  दिवस  पर  रविवार  को  यहां  नारी  शक्ति  पुरस्कार  विजेताओं  के  साथ  संवाद  करेंगे ।,1.4539379863928406e-147,3.2837516545252355e-142,8.208781013739623e-172
बेहतर  होता  वे  दोनों  मसलों  के  अलग  अलग  रखते ।,9.674322696768491e-79,1.4732308140699793e-76,2.8635735877920305e-86
दिल  से  सबको  प्यार  और  सेहत ।,1.9659220931164144e-56,8.884330988672424e-55,6.121271093091667e-63
डाक  कर्मियों  ने  आरोपियों  की  गिरफ्तारी  और  कड़ी  कार्रवाई  की  मांग  की  है ।,7.32531852482e-91,4.6958627082783944e-87,2.243439547085193e-117
फिर  दिन  या  रात  के  वक्त  टारगेट  किए  आलीशान  सूने  घरों  व  दुकानों  में  चोरी  की  वारदात  को  अंजाम  देकर  वापस  अजमेर  भाग  जाते  है ।,3.5422725104635084e-182,4.9799034951867256e-176,1.0733832833720938e-210
बिलासपुर  नईदुनिया  प्रतिनिधि) । N,3.350224517547971e-37,1.4597908816694908e-35,2.188545050341874e-47
इसलिए  सेक्‍ स  के  दौरान  सहभागियों  को  सेक्‍ स  के  अलावा  किसी  अन्‍ य  विषय  के  बारे  में  सोचने  से  बचना  चाहिए ।,1.474046206815623e-164,2.5623647385138756e-159,2.2947357448036227e-187
जल  प्रदान  करनेवाला  के  अर्थ  में  बादल  के  कई  नाम  है  जैसे  वारिधर  यानी  पानी  को  धारण  करनेवाला ।,1.180331598593834e-146,6.975645452057501e-143,2.931596395048566e-156
बिछिया  से  लेकर  मंगतखेड़ा  तक  वाहनों  की  लंबी - लंबी  कतारें  लगी  रही ।,9.764162455296517e-100,5.06772764269293e-96,2.2404040235357483e-117
वहीं  सोपोर  में  पथराव  के  दौरान  पत्थर  एक  सीधे  व्यक्ति  की  आँख  में  जाकर  लगा .,1.8804448868813224e-121,4.919232041064528e-118,6.2783849791176846e-133
आरएलडी  के  कद्दावर  नेता  रहे  मुन्ना  सिंह . . .,1.786931652003319e-73,6.053584464253879e-71,2.8671519614213204e-86
अमेरिकी  राष्‍ ट्रपति  डोनाल्‍ ड  ट्रंप  द्वारा  वहां  कंपनियों  को  निवेश  एवं  रोजगार  बढ़ाने  के  लिए  टैक्‍ स  दरों  में  भारी  कमी  के  बाद  अब  चीन  ने  भी  विदेशी  इन्‍ वेस्‍ टर्स  को  लुभाने  और  अपने  साथ  जोड़ने  के  लिए  हर  संभव  कोशिश  शुरू  कर  दी  गई  है ।,0.0,5.786e-321,0.0
16 पटना  बिहार  विधानसभा  चुनाव  में  नीतीश  कुमार  को  मुख्यमंत्री  का  चेहरा  बनाए  जाने  को  लेकर  अटकलें  लगाई  जा  रही  है ।,9.265346597288267e-141,2.0218542911799428e-134,1.3760430091092648e-179
बीएसएफ  का  आठ  मंजिला  मुख्यालय  लोधी  रोड  पर  सीजीओ  कॉम्प्लेक्स  में  स्थित  है .,1.4366858505170352e-104,2.6356150395914188e-101,2.240402412427025e-117
साथ  ही  प्रारंभिक  परीक्षा  के  प्रवेश  पत्र  16 जनवरी  तक  डाउनलोड  किए  जा  सकेंगे .,1.338615918485869e-105,8.047312523130626e-102,3.7524032537140547e-125
कार्यक्रम  के  दूसरे  चरण  में  मुंशी  प्रेमचंद  की  कहानी  नरक  के  द्वार  पर  भानुप्रताप  तिवारी  ने  एकल  अभिनय  कर  समाज  में  व्याप्त  लिंग  भेद  की  कुरीती  पर  कटाक्ष  किया ।,2.2734210685539986e-217,7.25777636432122e-211,8.396664249461788e-242
"हालांकि , सुबह  सर्द  मौसम  से  ठिठुरन  बनी  हुई  थी ।",1.1157865623328014e-96,1.2374386797653272e-94,6.130530762604398e-111
यह  लंबे  समय  से  नकली  घी  के  कारोबार  को  चला  रहा  है ।,7.996811124994553e-87,2.9566689424018545e-83,1.3475130759886624e-109
उन्होंने  कहा  कि  ग्रामीणों  को  भयभीत  होने  की  जरूरत  नहीं  है ।,4.764905647897547e-66,1.97632272920461e-62,8.07554437213262e-102
"भारत  में  केंद्रीय  स्वास्थ्य  एवं  परिवार  कल्याण  मंत्रालय  की  ओर  से  शनिवार  को  जारी  आंकड़ों  के  मुताबिक  संक्रमितों  की  कुल  संख्या  अब  64 , 73 , 545 हो  गई  है ।",9.524786437806251e-221,1.6779015883521478e-213,6.435495821136346e-275
हत्या  की  खबर  फैलते  ही  तमाम  व्यापारी  राजकीय  मेडिकल  कॉलेज  पहुंच  गए ।,9.048887963226622e-92,2.3791118235178148e-88,1.339743685107013e-109
इसके  परिणामस्वरूप  रीढ़  की  हड्डी  हमेशा  के  लिए  कार्य  करना  बंद  कर  देती  है  या  फिर  इसमें  अकड़न  रह  जाती  है ।,7.798572304071643e-152,1.6327496412735852e-146,1.3772948117334496e-179
इसके  दो  सिर  और  चार  आंखें  हैं ।,5.514485227862467e-60,5.298079261620969e-58,1.027590167035996e-70
मेलाधिकारी  अरविंद  कुमार  द्विवेदी  ने  बताया  कि  सदर  बाजार  के  बराबर  से  ही  120 फुट  चौड़े  वीआईपी  रोड  का  निर्माण  होगा ।,6.942421431020486e-161,7.913669013864358e-156,1.371386510969576e-179
पंजाब  के  मुख्यमंत्री  प्रकाश  सिंह  बादल  ने  कहा  है  कि  वह  राज्य  विधानसभा  चुनाव  में  लोगों  के  फैसले  को  मंजूर  करते  हैं ।,2.7960349488431133e-144,9.615345544553369e-138,2.2962495825124216e-187
रिलायंस  जियो  के  टेलीकॉम  सेक्टर  में  उतरने  के  बाद  अन्य  टेलीकॉम  कंपनियों  के  सामने  अपने  ग्राहक  बचाए  रखने  की  चुनौती  अभी  भी  बनी  हुई  है ।,1.2362033859484508e-178,6.402122941059183e-172,1.073777621662685e-210
इस  संबंध  में  लीड  कालेज  के  प्राचार्य  डा .,2.1517469863738247e-56,8.388742944463403e-54,1.7238084990626957e-78
पलजोर  ने  बताया  कि  मातृ  मृत्यु  दर  को  कम  करने  के  उद्देश्य  से  नौ  अगस्त  से  प्रधानमंत्री  सुरक्षित  मातृत्व  अभियान  चलाया  जा  रहा  है ।,2.649179923594788e-165,5.015120386334973e-159,6.44407876415461e-203
"वॉट्सएप , फेसबुक , ऐपल  और  गूगल  के  बाद  आखिरकार  माइक्रोसॉफ्ट  ने  भी  अपने  प्लेटफॉर्म  से  गन  का  इमोजी  हटा  लिया  है ।",2.34729843412711e-199,1.2911788708914613e-195,1.0485542133675576e-212
जोकि  सोशल  मीडिया  पर  खूब  वायरल  हो  रहा .,3.0665575514373617e-61,1.3620595741984902e-58,1.712235168998534e-78
ाष्ट्रपति  पद  की  शपथ  लेने  के  तीसरे  दिन  बाइडन  ने  अमेरिकियों  के  लिए  बचाव  योजना’ की  घोषणा  की ।,6.634814006417348e-138,1.2679101385880723e-133,2.931801732941641e-156
इसमें  कहा  गया  है  कि  धर्मस्‍ थलों  को  खोलने  से  पहले  प्रशासन  और  पुलिस  अधिकारी  उनके  प्रबंधन  से  जुड़ें  लोगों  से  संवाद  करते  हुए  उन्‍ हें  सभी  सावधानियां  बरतने  की  जानकारी  देंगे ।,9.316373301871333e-229,3.6983487698473247e-221,3.932303603220545e-265
"धार्मिक  मान्यताओं  के  अनुसार , सूतक  के  समय  को  अशुभ  मूहुर्त  माना  जाता  है .",1.122222285905875e-122,9.001385679915379e-120,4.790717643251182e-142
उनके  बाद  करुण  नायर  और  मनीष  पांडे  भी  क्रमशः  18 और  13 रन  बनाकार  चलते  बने ।,1.620000685811897e-126,6.779032934935168e-123,1.0485871345147492e-140
उनके  साथ  मिशेल  सैंटनर  आठ  रन  बनाकर  नाबाद  हैं ।,8.239034657176995e-71,3.892009279936788e-68,2.8650852304434162e-86
"जिनके  बीच  वन  नाइट  स्टैंड  होता  है , मगर  उसके  बाद  इन  दोनों  क  जिंदगी  में  काफी  उलटफेर  शुरू  हो  जाते  है ।",1.7998970077820398e-187,3.2604009663048517e-183,2.931683962503771e-204
इसके  अलावा  वहां  और  भी  कई  तरीकों  से  अत्याचार  किए  जाते  हैं ।,1.3941385491131625e-85,4.158164807348984e-82,1.346259823753161e-109
प्रिंस  मोहम्मद  ने  डिप्टी  किंग  के  फरमान  को  23 फरवरी  को  हस्ताक्षरित  किया  था .,8.897485227325019e-114,1.4083605507007252e-110,3.7475608455180304e-125
लेकिन  अब  आधुनिक  टेक्‍ नोलॉजी  की  वजह  से  दुनियाभर  में  कई  महिलाएं  सी - सेक्‍ शन  के  द्वारा  ही  शिशु  को  जन्‍ म  दे  रही  हैं ।,2.732288950551016e-189,4.9666006954280735e-183,1.7987245025185966e-218
"अस्थाना  ने  कहा , मैं  ज्यादा  सूचनाएं  साझा  नहीं  कर  सकता , क्योंकि  यह  महत्वपूर्ण  जांच  है ।",3.9157077443987643e-174,1.3144715183427782e-171,2.8635173158649145e-182
"इस  जहाज  को  किसने  मार  गिराया  था , यह  अब  तक  साबित  नहीं  हो  सका  है , लेकिन  कुछ  लोग  इसके  लिए  रवांडा  के  हूतू  चरमपंथियों  को  जिम्मेदार  ठहराते  हैं  जबकि  कुछ  का  मानना  है  कि  रवांडा  पैट्रिएक  फ्रंट  आरपीएफ) ने  ये  काम  किया  था ।",0.0,0.0,0.0
"मुख्यमंत्री  शिवराजसिंह  चौहान  ने  कहा  कि  विकास  के  साथ  ही  प्रदेशवासियों  के  जीवन  में  खुशियाँ  आयें , इस  दिशा  में  प्रदेश  सरकार  ने  हैपीनेस  मिनिस्ट्री  शुरू  करने  का  निर्णय  लिया  है ।",2.9575770356840776e-226,9.693021617829946e-219,3.004216349106592e-274
शरद  पवार  इस  गठबंधन  की  सरकार  बनाने  कोशिश  कर  रहे  थे .,1.867642608280244e-82,2.6854339464927434e-79,8.011017449469609e-102
और  टकराव  कैसे  टालें  की  जीवन  क्लेश  रहित  हो  जाए ।,2.3032263474951968e-83,5.308560222572611e-81,4.7913343501818174e-94
"अंतिम  रिपोर्ट  में  कहा  गया  है , अंसल  ने  हालांकि  14 अगस्त  2017 को  अपना  पासपोर्ट  जमा  कर  दिया  क्योंकि  वह  जानता  था  कि  उसके  खिलाफ  प्रतिकूल  आदेश  पारित  किया  जा  सकता  है ।",8.812288468532724e-250,2.3315653289586183e-242,8.413054210343309e-290
लोगों  का  प्रवेश  दरगाह  में  वर्जित  रहेगा .,1.22640346900266e-60,1.0238511333223114e-58,1.0240362793985042e-70
अमेरिका  के  राष्ट्रपति  डोनाल्ड  ट्रंप  ने  मंगलवार  को  कहा  कि  होंडुरास  से  अमेरिका  की  ओर  बढ़  रहे  हजारों  शरणार्थियों  के  काफिले  में  आतंकवादी  भी  शामिल  हो  सकते  हैं ।,8.157586895414745e-185,1.7048946189628534e-177,5.027182198476914e-234
शनि  को  मनाने  के  लिए  शनि  प्रदोष  व्रत  बहुत  फलदायी  है ।,3.662854483390233e-90,2.440787991987626e-87,8.009729924401586e-102
वह  घर  पर  ही  था ।,7.760072801458292e-38,9.565348899751978e-36,3.663570082624591e-55
फिल्म  के  प्रोमो  में  दिखाए  गए  चरित्र  एकदम  आम  जिंदगी  से  लगते  हैं ।,6.35645179929903e-100,1.731349829727073e-96,2.241212364594015e-117
सेना  नियंत्रण  रेखा  पर  पाकिस्तानी  गोलाबारी  का  जवाब  देने  में  एक  सूझ  बूझ  भरी  रणनीति  के  तहत  काम  कर  रही  है . A,7.054128435555081e-158,3.827856637940225e-152,2.2940643664945584e-187
सोहन  लाल  द्विवेदी  की  कविताओं  में  वो  भाव  हुआ  करते  थे  जिनके  हरिवंशराय  बच्चन’ भी  कायल  हो  जाते  थे ।,8.433850865357358e-150,1.424927352179178e-145,4.9030344038546095e-164
फिल्म  100 करोड़  क्लब  में  शामिल  होगी  या  नहीं ?,1.928859740607828e-70,1.9755173851512267e-67,2.864402688503524e-86
"फोटो  से  पता  चल  रहा  है  कि  जब  यह  फोटो  क्लिक  की  जा  रही  थी , उन्हें  इस  बात  का  बिल्कुल  भी  नहीं  पता  था  कि  वह  भी  कैमरे  में  कैद  हो  रहे  हैं .",4.152730971119891e-248,1.354008884076835e-239,1.4049509040477216e-297
बीआरए  बिहार  विश्वविद्यालय  में  स्नातक  में  एडमिशन  को  लेकर  आठ  सितंबर  को  होने  वाली  प्रवेश  परीक्षा  स्थगित  कर  दी  गई  है ।,2.0047422622520072e-145,1.6304097094666596e-139,1.3744414668245664e-179
एक  सप्ताह  तक  हुई  मूसलाधार  बारिश  से  चेन्नई  व  चेन्नई  के  अन्य  इलाके  व  आंध्र  प्रदेश  पानी - पानी  हो  गया ।,1.5173656287611602e-150,9.560618364913191e-145,1.3741261085733857e-179
लेकिन  जब  रणवीर  सिंह  से  इस  बारे  में  पूछा  गया  तो  उन्होनें  इस  मामले  में  चुप्पी  साध  ली ।,1.9724603262344657e-125,2.9549676408382074e-120,2.936802458901653e-156
बाड़मेर .,1.3997548146653252e-17,1.1061849680793764e-16,4.6780753628354744e-24
लॉकडाउन  को  लेकर  गैस  की  बुकिंग  में  रोजाना  20 - 30 प्रतिशत  इजाफा  होने  से  गैस  एजेंसियों  पर  बैकलॉग  इन  दिनों  46 हजार  का  आंकड़ा  पार  कर  गया  है ।,1.1952052901116786e-212,7.02177430021541e-206,8.42284943498756e-242
"UK Board class 12 th Results 2019 उत्तराखंड  बोर्ड  ऑफ  स्कूल  एजुकेशन  यूबीएसई) ने  कक्षा  12 वीं  बोर्ड  के  परीक्षा  आज  यानी  30 मई , 2019 को  जारी  कर  दिए  हैं ।",2.43434620280099e-244,1.6921121216963014e-237,3.001846228256947e-274
आज  विधान  भवन  सहित  आसपास  के  क्षेत्रों  में  रंग  खेला  गया ।,3.1289941988458342e-86,2.5402921075949613e-83,8.015082723163026e-102
जिसके  बाद  अक्षय  ने  अपनी  शादीशुदा  लाइफ  और  परिवार  को  बचाने  के  लिए  प्रियंका  के  साथ  कभी  काम  न  करने  की  कसम  खाई  थी ।,3.00297814031566e-172,1.206461263970764e-165,6.41950294297724e-203
महात्मा  गांधी  को  भारत  रत्न  देने  संबंधी  ये  याचिका  ऐसे  समय  पर  दायर  की  गई  थी  जब  वैचारिक  रूप  से  उनके  खिलाफ  रहे  वीडी  सावरकर  को  भारत  रत्न  देने  की  मांग  भी  उठ  रही  है ।,2.310711740572728e-247,1.503076359028492e-238,1.8418052200407466e-288
"इस  पर  रश्मि  ने  सही  जवाब  दिया , लेकिन  अमिताभ  अभिषेक  की  आवाज  नहीं  पहचान  पाए .",2.190438263383018e-142,2.5759872090234738e-139,1.3487362107769455e-157
विकास  के  नाम  पर  लोगों  को  ठगती  रहीं ।,5.037247052848376e-62,1.6072843993433864e-59,1.7122967930688935e-78
प्रापर्टी  डीलर  के  स्वजन  ने  बताया  कि  एक  बदमाश  ने  मास्क  के  साथ  हेलमेट  पहना  हुआ  था ।,5.333595401940707e-127,2.387151778702993e-122,1.7534962105900752e-148
एक्सपर्ट  ने  माना  है  कि  यह  बच्चों  समेत  युवाओं  के  लिए  भी  घातक  है ।,2.2342086126947578e-107,2.3771206874609974e-103,3.746947413497938e-125
साइबर  सेल  की  टीम  ने  उसे  नोएडा  से  गिरफ्तार  किया  है .,1.1613711953447039e-77,3.649317382909592e-74,8.012775699791604e-102
हेशाम  शरफ़  ने  ट्रम्प  के  व्यवहार  को  राष्ट्रपति  चुनाव  के  प्रचार  के  दौरान  दिए  गए  उनके  वादों  से  विरोधाभासी  बताते  हुए  कहा  कि  ट्रम्प  ने  अपने  प्रचार  के  दौरान  सऊदियों  पर  हमला  करते  हुए  उन्हें  11 सितंबर  2001 की  घटना  का  ज़िम्मेदार  कहा  था ।,0.0,5.520162e-317,0.0
यही  अमरता  होगी .,3.8006012519183035e-34,3.846834749532806e-33,1.3088931157303006e-39
यद्यापि  मुस्कान  उसके  चेहरे  से  कोसों  दूर  जा  चुकी  थी ।,2.042865404119276e-84,7.247335297709461e-82,4.789341191997052e-94
शेयर  बाजार  में  शाम  के  पहर  तक  बीएसई  हेल्थकेयर  198 अंकों  की  बढत  के  साथ  बंद  हुआ  है ।,5.38506009497672e-132,2.033447247589858e-127,2.933744403683744e-156
इस  तरह  वे  छोटे - छोटे  से  साधन  से  आगे  बढ़ने  और  काम  करते  रहने  के  लिए  प्रोत्साहित  करते  हैं ।,1.9485702720746244e-140,5.675851634009543e-135,8.260244503976913e-172
इस  दौरान  वे  दिल्ली  में  थे ।,7.606323530507334e-44,9.883906232444816e-42,6.166812573207376e-63
आलू  में  भरपूर  मात्रा  में  फाइबर  की  मात्रा  होती  है .,2.154129884810889e-75,3.2117632288353913e-72,4.78977379804808e-94
संभव  है  कि  किसी  में  अहंकार  अधिक  हो ।,1.0100803518889358e-65,2.912297723129319e-63,1.7121944201856719e-78
वक्रोक्तिजीवित  में  वक्रोक्ति  को  ही  काव्य  की  आत्मा  माना  गया  है  जिसका  और  आचार्यों  ने  खंडन  किया  है ।,6.756658817051928e-141,1.0944065139836126e-136,2.9357565301289434e-156
- चलते  वाहनों  से  चोरी  और  चालकों  के  साथ  वारदात  के  प्रयास  ने  बढ़ाई  चिंता  शाजापुर  नईदुनिया  प्रतिनिधि) ।,3.3025121269291e-141,2.8701650189329126e-137,2.93280593322437e-156
"लेकिन  भारत  की  राजनीति  में  ज्‍ योति  बासु  के  समय  में  एक  दौर  ऐसा  भी  था , जब  कुछ  राज्यों  में  लेफ्ट  विचार  धारा  वाली  पार्टियों  का  बोलबाला  था ।",1.4902027805518014e-232,1.867804034377318e-226,1.0748049655542888e-258
ऐसे  में  मेकर्स  चाहते  हैं  कि  फिल्म  की  टीज़र  या  फर्स्ट  लुक  के  पहले  सलमान  का  कोई  भी  लुक  सामने  आकर  फिल्म  की  एक्साइटमेंट  ना  खराब  कर  दे ।,6.838928279500469e-209,1.5685237997011999e-202,5.027821844335079e-234
इस  दौरान  उम्मीदवारों  के  चयन  के  लिए  उम्र  की  सीमा  तय  करने  को  लेकर  चर्चा  हुई ।,3.016164746769961e-109,1.945010544573516e-104,1.0558325437374426e-140
खजूरबानी  पहले  जैसा  नहीं  रह  गया  है ।,9.825797217756213e-57,1.4303631067869663e-54,1.0271356638997703e-70
इसे  साल  2013 में  यूनेस्को  विश्व  विरासत  स्थल  घोषित  किया  गया  था ।,4.559544081249687e-87,1.388836674778371e-83,1.3420179959399564e-109
अगर  शरीर  में  कार्ब्स  जमा  है  तो  लिवर  किटोन  का  उत्पादन  करता  है .,2.8828703034698164e-100,6.43998549287763e-97,2.242248793250752e-117
जनपद  में  विधानसभा  चुनाव  2017 की  घोषणा  होते  ही  सियायतदां  एक - दूसरे  के  खिलाफ  बयानबाजी  करने  लगे  हैं ।,1.074753416335184e-134,1.742176073933409e-129,4.903965001238877e-164
डेंगू  संदिग्ध  महिला  का  नाम  तारा  अख्तर  49 पति  कृष्ण  कुमार  अख्तर  बताया  गया  है ।,3.790026397487688e-117,8.813767437732237e-114,6.2874111772606074e-133
आज  दस  जनपथ  पर  कांग्रेस  अध्यक्ष  सोनिया  गांधी  की  अध्यक्षता  में  पार्टी  कार्यसमिति  की  बैठक  में  राहुल  गांधी  को  कांग्रेसअध्यक्ष  बनाने  पर  मुहर  लगा  दी  गयी .,2.803970392862338e-183,2.6258076437519823e-176,1.795673497750462e-218
तैमूर  खिड़की  साफ  कर  रहा  होता  है .,4.182450904618234e-59,4.994220632750456e-57,1.0239392092092948e-70
आज  अगर  मैं  स्कूलों  में  भोजपुरी  को  पढ़ाना  चाहूं  तो  नहीं  कर  सकता  क्योंकि  वह  संविधान  की  अनुसूची  में  नहीं  है ।,1.8698935421202176e-156,1.5578766089584714e-151,1.3739360163542145e-179
भारत  ने  मैदान  पर  आते  ही  सबसे  अधिक  जोर  फिटनेस  पर  दिया ।,2.416941570989736e-95,2.3949817089625496e-92,1.3406351234512482e-109
उन्होंने  यह  साफ़  तौर  पर  कहा  था  कि  सरकार  द्वारा  इस  व्यवस्था  के  लिए  किसी  भी  प्रकार  का  कोई  अतिरिक्त  फण्ड  प्रदान  नहीं  किया  जायेगा .,7.33501537015219e-171,5.165973499407245e-164,1.07721081383519e-210
"गावस्कर  ने  ' स्पोर्ट्स  तक ' से  कहा , ' जिस  तरह  से  पाकिस्तान  और  न्यूजीलैंड  के  गेंदबाजों  ने  हमारे  बल्लेबाजों  पर  अंकुश  लगाया , उन्हें  खुलकर  नहीं  खेलने  दिया , यही  मुख्य  कारण  था  कि  भारत  आगे  नहीं  बढ़  पाया ।",0.0,0.0,0.0
अधिकांशतः  समय  की  कमी  का  बहाना  कर  लोग  शारीरिक  क्रियाकलापों  से  दूर  भागते  हैं ।,3.0855934520355444e-114,9.616703547447439e-111,3.7469031716834494e-125
नौकरशाही  के  संगठन  के  स्वरूप; प्रक्रिया  दृष्टिकोण  आदि  पर  सम्बन्धित  देश  और  काल  का  महत्वपूर्ण  प्रभाव  पड़ता  है ।,3.603737719309799e-141,5.040506492054984e-137,2.9318728176606163e-156
"मौसम  विशेषज्ञों  के  अनुसार , नवंबर  15 को  घने  कोहरे  की  उम्मीद  है ।",1.0552595277561498e-115,6.221460331415298e-113,2.864331584551129e-134
सैंपल  वाले  व्यक्तियों  को  क्वारंटीन  किया  जा  रहा  है ।,6.0479827245438906e-65,3.206179099003056e-62,2.8776920720179946e-86
